"YEAR","FIRMNAME","fivefirmid","FIRMID","CUSIPHEADERID","CUSIPHeaderName","CUSIPHISTORYID","CUSIPHistoryName","productname","PRODUCTID","OS","CPU","BUS","MHZ","RAM","HD","MONITOR","PRICE"
1992,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60",623,14,16,1,16,16000,380,0,54900
1989,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60",623,14,16,1,16,16000,380,0,54900
1990,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60",623,14,16,1,16,16000,380,0,54900
1990,"sony microsystems co.",148,148,"83569930","SONY CORP  -ADR","83569930","SONY CORP  -ADR","news 1900 series",775,11,17,1,25,16000,,1,54900
1991,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60",623,14,16,1,16,16000,380,0,54900
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/470gxp",1114,1,17,1,33,128000,5500,0,54900
1990,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/200 power series",612,14,30,1,25,128000,380,0,54900
1988,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60",623,14,16,1,16,16000,380,0,54900
1987,"Impres, Inc.",84,84,,,,,"6000 workstation",12,0,0,,,,,0,55000
1991,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4350",125,16,9,1,33,16000,663,0,55000
1991,"data general corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","aviion av 5200",77,11,38,1,25,4000,322,1,55000
1990,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 3060",593,14,42,7,,80000,670,0,55000
1996,"wright technologies, inc.",167,167,,,,,"jupiter series",657,1,1,2,,512000,130000,0,55000
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/470",1112,1,17,1,33,8000,327,0,55000
1989,"I.S.G. Technologies, Inc.",81,81,,,,,"3dfx 3200",5,0,0,1,,,,0,55000
1990,"chromatics, inc.",34,34,,,,,"cx 2000 color workstation",175,11,17,1,,32000,600,0,55000
1988,"I.S.G. Technologies, Inc.",81,81,,,,,"3dfx 3200",5,0,0,1,,,,0,55000
1992,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4360-100",126,18,9,1,25,16000,328,0,55000
1984,"megatek corp.",107,107,,,,,"whizzard 7645",1247,,49,,,,,,55000
1993,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4360-100",126,18,9,1,25,16000,328,0,55000
1991,"Stardent Computer, Inc.",151,151,,,,,"stardent 1500 family",1093,0,0,1,,32000,380,0,55300
1995,"concurrent computer corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","series 8000",1007,5,9,1,40,8000,,0,55900
1996,"concurrent computer corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","series 8000",1007,5,9,1,40,8000,,0,55900
1992,"concurrent computer corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","series 8000",1007,5,9,1,40,8000,,0,55900
1994,"concurrent computer corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","series 8000",1007,5,9,1,40,8000,,0,55900
1991,"Concurrent Computer Corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","series 8000",1007,1,0,1,40,8000,,0,55900
1993,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 330vx, mvx",1062,1,1,1,25,72000,669,0,55900
1993,"concurrent computer corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","series 8000",1007,5,9,1,40,8000,,0,55900
1990,"Concurrent Computer Corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","series 8000",1007,1,0,,40,,,0,55900
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 330vx, mvx",1062,1,1,1,25,72000,669,0,55900
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-900 zlx/m2",231,13,3,7,,1000000,8400,1,55948
1992,"Neuralware, Inc.",117,117,,,,,"superstation/sparc",1150,0,0,2,33,32000,414,0,55959
1990,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 3070",594,14,42,7,,80000,670,0,56000
1983,"megatek corp.",107,107,,,,,"whizzard 7650",1248,,49,,,,,,56000
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 srx",482,9,30,7,,96000,571,0,56500
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 srx",482,9,30,7,,96000,571,0,56500
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 srx",482,9,30,7,,96000,571,0,56500
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 srx",482,9,30,7,,96000,571,0,56500
1984,"megatek corp.",107,107,,,,,"whizzard 7650",1248,20,49,,,,,,57000
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","power indigo2 extreme",872,11,29,7,,32000,1200,0,57500
1993,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 560",947,10,30,9,,512000,2500,1,57500
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-900 zlx/m2",231,13,3,7,,1000000,8400,1,57704
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/260cxp",1127,1,16,1,25,128000,280,0,57900
1989,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn590 turbo",283,19,16,7,20,16000,348,1,57900
1988,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/260cxp",1127,1,16,1,25,128000,280,0,57900
1988,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn590 turbo",283,19,16,7,20,16000,348,1,57900
1995,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/54",1141,1,2,2,,64000,1000,1,57995
1994,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/54",1141,1,2,2,,64000,1000,1,57995
1996,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/54",1141,1,2,2,,64000,1000,1,57995
1988,"cadnetix, inc.",30,30,"12759010","CADNETIX CORP","12759010","CADNETIX CORP","cdx-9300s cae workstation",143,1,16,7,16,,,,59000
1987,"cadnetix, inc.",30,30,"12759010","CADNETIX CORP","12759010","CADNETIX CORP","cdx-9300s cae workstation",143,11,16,7,16,,,,59000
1986,"cadnetix, inc.",30,30,"12759010","CADNETIX CORP","12759010","CADNETIX CORP","cdx-9300s cae workstation",143,11,16,7,16,,,,59000
1984,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain dn660",293,19,30,,,2000,,,59500
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 835 chx",484,9,30,7,,96000,571,0,59500
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 835 chx",484,9,30,7,,96000,571,0,59500
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 835 chx",484,9,30,7,,96000,571,0,59500
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 835 chx",484,9,30,7,,96000,571,0,59500
1993,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 550",946,10,30,9,,512000,2500,1,59512
1992,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 550",946,10,30,9,,512000,2500,1,59512
1991,"Japan Computer International, Inc.",92,92,,,,,"super 1000",1132,0,0,1,,48000,4000,0,60000
1990,"Japan Computer International, Inc.",92,92,,,,,"super 1000",1132,0,0,1,,48000,4000,0,60000
1983,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain dn600",292,19,30,,,,,,60000
1992,"Japan Computer International, Inc.",92,92,,,,,"super 1000",1132,0,0,1,,48000,4000,0,60000
1992,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4360-300",127,18,9,1,33,32000,663,0,60550
1993,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4360-300",127,18,9,1,33,32000,663,0,60550
1983,"Prime Computer, Inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw200s",899,1,0,7,,1000,68,0,61000
1984,"Prime Computer, Inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw200s,n,t",900,1,0,7,,1000,68,0,61000
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/260cxp",1127,1,16,1,25,128000,280,0,62300
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/260cxp",1127,1,16,1,25,128000,280,0,62300
1995,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 58h",950,10,24,9,,2000000,4000,1,62500
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 58h",950,10,24,9,,2000000,4000,1,62500
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 58h",950,10,24,9,,2000000,4000,1,62500
1991,"prime computer, inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","ws45s",1255,1,1,2,,32000,688,1,62800
1987,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","ai vaxstation/gpx",35,14,21,7,,,,,63395
1988,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","ai vaxstation/gpx",35,14,21,7,,,,,63395
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/150taac",1124,1,1,1,14,32000,1300,0,63400
1993,"Dynatech Colorgraphics, Inc.",60,60,"00503U10","ACTERNA CORP","26813810","DYNATECH CORP","dp painter",301,0,0,7,,32000,300,0,63500
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 835 srx",485,9,30,7,,96000,571,0,63500
1993,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","personal iris 4d/400",827,11,9,1,,192000,344,0,64900
1992,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","personal iris 4d/400",827,11,9,1,,192000,344,0,64900
1992,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/400 power series",618,14,9,1,40,128000,380,0,64900
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370gxp, cxp",1065,1,1,1,25,56000,5500,0,64900
1993,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370gxp, cxp",1065,1,1,1,25,56000,5500,0,64900
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge l",150,11,8,7,,16000,2000,0,64900
1994,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge l",150,11,8,7,,16000,2000,0,64900
1992,"Aztek, Inc.",23,23,,,,,"spectrum one",1083,0,0,7,,132000,,0,65000
1988,"General Electric",67,67,"36960410","GENERAL ELECTRIC CO","36960410","GENERAL ELECTRIC CO","graphicon 700",359,0,0,7,,,,0,65000
1990,"Daisy Systems Corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","cellmaster",146,0,0,,,,,0,65000
1993,"Aztek, Inc.",23,23,,,,,"spectrum one",1083,0,0,7,,132000,,0,65000
1989,"star technologies, inc.",150,150,"85519310","STAR TECHNOLOGIES INC","85519310","STAR TECHNOLOGIES INC","graphicon 700",359,14,30,7,,,,0,65000
1982,"redac",136,136,,,,,"radian",903,,30,,,,,,65000
1994,"Aztek, Inc.",23,23,,,,,"spectrum one",1083,0,0,7,,132000,,0,65000
1988,"daisy systems corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","cellmaster",146,11,30,3,,,,,65000
1991,"Aztek, Inc.",23,23,,,,,"spectrum one",1083,0,0,7,,132000,,0,65000
1989,"daisy systems corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","boardmaster",103,11,30,3,,,,,65000
1989,"daisy systems corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","cellmaster",146,11,30,3,,,,,65000
1986,"prime computer, inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw200s,n,t",900,20,30,7,,1000,68,,66000
1983,"prime computer, inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw200n",898,20,30,7,,1000,68,,66000
1985,"prime computer, inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw200s,n,t",900,20,30,7,,1000,68,,66000
1987,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn580 turbo",282,19,16,7,20,16000,348,,66900
1991,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 730",951,10,30,9,,128000,857,1,67190
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","power challenge l",868,11,29,7,,6000000,2000,0,68800
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 580",949,10,30,9,,2000000,7200,1,69100
1993,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 580",949,10,30,9,,1000000,7200,1,69100
1984,"Audre, Inc.",18,18,"05090410","AUDRE RECOGNITION SYS INC","05090410","AUDRE RECOGNITION SYS INC","audre",56,0,0,,12,,,0,69500
1991,"Audre, Inc.",18,18,"05090410","AUDRE RECOGNITION SYS INC","05090410","AUDRE RECOGNITION SYS INC","audre",56,0,0,3,12,32000,348,0,69500
1989,"Audre, Inc.",18,18,"05090410","AUDRE RECOGNITION SYS INC","05090410","AUDRE RECOGNITION SYS INC","audre",56,0,0,3,12,32000,348,0,69500
1987,"Audre, Inc.",18,18,"05090410","AUDRE RECOGNITION SYS INC","05090410","AUDRE RECOGNITION SYS INC","audre",56,0,0,3,12,32000,348,0,69500
1988,"Audre, Inc.",18,18,"05090410","AUDRE RECOGNITION SYS INC","05090410","AUDRE RECOGNITION SYS INC","audre",56,0,0,3,12,32000,348,0,69500
1989,"genigraphics corp.",68,68,,,,,"100d plus/gvp",1,14,16,7,,4000,40,0,69500
1985,"Audre, Inc.",18,18,"05090410","AUDRE RECOGNITION SYS INC","05090410","AUDRE RECOGNITION SYS INC","audre",56,0,0,,12,,,0,69500
1991,"Autographix, Inc.",20,20,,,,,"100d plus/gvp",1,0,0,7,,4000,40,0,69500
1986,"Audre, Inc.",18,18,"05090410","AUDRE RECOGNITION SYS INC","05090410","AUDRE RECOGNITION SYS INC","audre",56,0,0,,12,,,0,69500
1982,"Evans & Sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 300",889,0,0,7,8,256,,0,69500
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 835 srx",485,9,30,7,,96000,571,0,69500
1990,"Audre, Inc.",18,18,"05090410","AUDRE RECOGNITION SYS INC","05090410","AUDRE RECOGNITION SYS INC","audre",56,0,0,3,12,32000,348,0,69500
1992,"Autographix, Inc.",20,20,,,,,"100d plus/gvp",1,0,0,7,,4000,40,0,69500
1981,"Evans & Sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 300",889,0,0,,8,,,0,69500
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 835 srx",485,9,30,7,,96000,571,0,69500
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 835 srx",485,9,30,7,,96000,571,0,69500
1990,"pansophic systems, inc.",125,125,"69863110","PANSOPHIC SYSTEMS INC","69863110","PANSOPHIC SYSTEMS INC","100d plus/gvp",1,14,16,7,,4000,40,0,69500
1990,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 100000 personal supercompu",294,19,52,1,18,8000,,1,69900
1991,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 100000 personal supercompu",294,19,52,1,18,8000,,1,69900
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 470gx, gxp, cxp",1067,1,1,1,33,56000,669,0,69900
1994,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris crimson vgxt",633,11,10,7,40,256000,3600,0,69900
1992,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 100000 personal supercompu",294,19,52,1,18,8000,,1,69900
1992,"symbolics, inc.",155,155,"87151220","SYMBOLICS INC","87151220","SYMBOLICS INC","xl1200 workstation",1268,7,30,1,,40000,380,0,69900
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 470gx, gxp, cxp",1067,1,1,1,33,56000,669,0,69900
1988,"cadnetix, inc.",30,30,"12759010","CADNETIX CORP","12759010","CADNETIX CORP","cdx-50000s cad workstation",134,1,16,7,16,24000,141,0,69900
1990,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn590 turbo",283,19,16,7,20,16000,348,1,69900
1993,"symbolics, inc.",155,155,"87151220","SYMBOLICS INC","87151220","SYMBOLICS INC","xl1200 workstation",1268,7,30,1,,40000,380,0,69900
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris crimson vgxt",633,11,10,7,40,256000,3600,0,69900
1993,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 470gx, gxp, cxp",1067,1,1,1,33,56000,669,0,69900
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 470gx, gxp, cxp",1067,1,1,,33,,,,69900
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 350 turbosrx",464,9,16,7,,32000,,0,70000
1985,"Auto-trol Technology Corp.",19,19,"05275420","AUTO-TROL TECHNOLOGY CORP","05275410","AUTO-TROL TECHNOLOGY CORP","advanced raster workstation",32,0,0,7,,,,0,70000
1991,"Lazerus",98,98,,,,,"lazarus 432/832",663,0,0,7,,8000,80,0,70000
1989,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 350 turbosrx",464,9,16,7,,2000,,0,70000
1983,"Auto-trol Technology Corp.",19,19,"05275420","AUTO-TROL TECHNOLOGY CORP","05275410","AUTO-TROL TECHNOLOGY CORP","advanced raster workstation",32,0,0,,,,,0,70000
1984,"Auto-trol Technology Corp.",19,19,"05275420","AUTO-TROL TECHNOLOGY CORP","05275410","AUTO-TROL TECHNOLOGY CORP","advanced raster workstation",32,0,0,7,,,,0,70000
1987,"auto-trol technology corp.",19,19,"05275420","AUTO-TROL TECHNOLOGY CORP","05275410","AUTO-TROL TECHNOLOGY CORP","advanced raster workstation",32,14,50,7,,,,,70000
1986,"auto-trol technology corp.",19,19,"05275420","AUTO-TROL TECHNOLOGY CORP","05275410","AUTO-TROL TECHNOLOGY CORP","advanced raster workstation",32,14,50,7,,,,,70000
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 350 turbosrx",464,9,16,7,,32000,,0,70000
1990,"Lazerus",98,98,,,,,"lazarus 432/832",663,0,0,7,,8000,80,0,70000
1992,"Lazerus",98,98,,,,,"lazarus 432/832",663,0,0,7,,8000,80,0,70000
1990,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60t",625,14,16,1,16,16000,380,0,72400
1991,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60t",625,14,16,1,16,16000,380,0,72400
1992,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60t",625,14,16,1,16,16000,380,0,72400
1988,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60t",625,14,16,1,16,16000,380,0,72400
1989,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/60t",625,14,16,1,16,16000,380,0,72400
